System,Release,Smell,S_B,NS_B,S_NB,NS_NB,Odds_ratio,p-value
conscrypt,javacpp-1.4.4,UnusedMethodImplementation,0,0,19,19,nan,1.0
conscrypt,javacpp-1.4.4,UnusedParameter,0,0,19,19,nan,1.0
conscrypt,javacpp-1.4.4,NotHandlingExceptions,0,0,19,19,nan,1.0
conscrypt,javacpp-1.4.4,NotSecuringLibraries,0,0,19,19,nan,1.0
conscrypt,javacpp-1.4.4,HardCodingLibraries,0,0,19,19,nan,1.0
conscrypt,javacpp-1.4.4,NotUsingRelativePath,0,0,19,19,nan,1.0
conscrypt,javacpp-1.4.4,MemoryManagementMismatch,0,0,19,19,nan,1.0
conscrypt,javacpp-1.4.4,LocalReferencesAbuse,0,0,19,19,nan,1.0
conscrypt,javacpp-0.9,excessiveInterlangCommunication,0,0,13,13,nan,1.0
conscrypt,javacpp-0.9,Toomuchclustring,0,0,13,13,nan,1.0
conscrypt,javacpp-0.9,ToomuchScattering,0,0,13,13,nan,1.0
conscrypt,javacpp-0.9,UnusedMethodDeclaration,0,0,13,13,nan,1.0
conscrypt,javacpp-0.9,UnusedMethodImplementation,0,0,13,13,nan,1.0
conscrypt,javacpp-0.9,UnusedParameter,0,0,13,13,nan,1.0
conscrypt,javacpp-0.9,NotHandlingExceptions,0,0,13,13,nan,1.0
conscrypt,javacpp-0.9,NotSecuringLibraries,0,0,13,13,nan,1.0
conscrypt,javacpp-0.9,HardCodingLibraries,0,0,13,13,nan,1.0
conscrypt,javacpp-0.9,NotUsingRelativePath,0,0,13,13,nan,1.0
conscrypt,javacpp-0.9,MemoryManagementMismatch,0,0,13,13,nan,1.0
conscrypt,javacpp-0.9,LocalReferencesAbuse,0,0,13,13,nan,1.0
conscrypt,javacpp-1.1,excessiveInterlangCommunication,0,0,0,0,nan,1.0
conscrypt,javacpp-1.1,Toomuchclustring,0,0,0,0,nan,1.0
conscrypt,javacpp-1.1,ToomuchScattering,0,0,0,0,nan,1.0
conscrypt,javacpp-1.1,UnusedMethodDeclaration,0,0,0,0,nan,1.0
conscrypt,javacpp-1.1,UnusedMethodImplementation,0,0,0,0,nan,1.0
conscrypt,javacpp-1.1,UnusedParameter,0,0,0,0,nan,1.0
conscrypt,javacpp-1.1,NotHandlingExceptions,0,0,0,0,nan,1.0
conscrypt,javacpp-1.1,NotSecuringLibraries,0,0,0,0,nan,1.0
conscrypt,javacpp-1.1,HardCodingLibraries,0,0,0,0,nan,1.0
conscrypt,javacpp-1.1,NotUsingRelativePath,0,0,0,0,nan,1.0
conscrypt,javacpp-1.1,MemoryManagementMismatch,0,0,0,0,nan,1.0
conscrypt,javacpp-1.1,LocalReferencesAbuse,0,0,0,0,nan,1.0
conscrypt,javacpp-1.4,excessiveInterlangCommunication,0,1,16,15,0.0,1.0
conscrypt,javacpp-1.4,Toomuchclustring,0,1,16,15,0.0,1.0
conscrypt,javacpp-1.4,ToomuchScattering,1,0,15,16,inf,1.0
conscrypt,javacpp-1.4,UnusedMethodDeclaration,1,0,15,16,inf,1.0
conscrypt,javacpp-1.4,UnusedMethodImplementation,0,1,16,15,0.0,1.0
conscrypt,javacpp-1.4,UnusedParameter,0,1,16,15,0.0,1.0
conscrypt,javacpp-1.4,NotHandlingExceptions,0,1,16,15,0.0,1.0
conscrypt,javacpp-1.4,NotSecuringLibraries,1,0,15,16,inf,1.0
conscrypt,javacpp-1.4,HardCodingLibraries,1,0,15,16,inf,1.0
conscrypt,javacpp-1.4,NotUsingRelativePath,0,1,16,15,0.0,1.0
conscrypt,javacpp-1.4,MemoryManagementMismatch,0,1,16,15,0.0,1.0
conscrypt,javacpp-1.4,LocalReferencesAbuse,0,1,16,15,0.0,1.0
