system;version;release;FileName;JNINativeFlag;Smelly;excessiveInterlangCommunication;Toomuchclustring;ToomuchScattering;UnusedMethodDeclaration;UnusedMethodImplementation;UnusedParameter;AssumingSafeReturnValue;ExcessiveObjects;NotHandlingExceptions;NotCachingObjects;NotSecuringLibraries;HardCodingLibraries;NotUsingRelativePath;MemoryManagementMismatch;LocalReferencesAbuse;CLOC;PrevFixing;CodeChurn;InducingFlag;Inducing;LOC
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/objectServer/java/io/realm/SyncUserInfo.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/objectServer/java/io/realm/UserStore.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/objectServer/java/io/realm/exceptions/DownloadingRealmInterruptedException.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/objectServer/java/io/realm/exceptions/IncompatibleSyncedFileException.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/objectServer/java/io/realm/internal/SyncObjectServerFacade.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4920;5;140;1;6;302
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/objectServer/java/io/realm/internal/network/AcceptPermissionsOfferResponse.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/objectServer/java/io/realm/internal/network/ApplyPermissionsRequest.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/objectServer/java/io/realm/internal/network/ApplyPermissionsResponse.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/objectServer/java/io/realm/internal/network/AuthServerResponse.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;267;1;9;1;1;73
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/objectServer/java/io/realm/internal/network/AuthenticateRequest.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5492;2;24;1;4;108
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/objectServer/java/io/realm/internal/network/AuthenticateResponse.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4768;2;16;1;4;151
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/objectServer/java/io/realm/internal/network/ChangePasswordRequest.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/objectServer/java/io/realm/internal/network/ChangePasswordResponse.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;521;1;55;1;1;71
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/objectServer/java/io/realm/internal/network/ExponentialBackoffTask.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1608;2;0;1;1;105
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/objectServer/java/io/realm/internal/network/GetPermissionsOffersResponse.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/objectServer/java/io/realm/internal/network/LogoutRequest.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/objectServer/java/io/realm/internal/network/LogoutResponse.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/objectServer/java/io/realm/internal/network/NetworkStateReceiver.java;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/objectServer/java/io/realm/internal/network/UpdateAccountRequest.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/objectServer/java/io/realm/internal/network/UpdateAccountResponse.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/objectServer/java/io/realm/internal/objectserver/SyncWorker.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/objectServer/java/io/realm/internal/objectserver/Token.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/objectServer/java/io/realm/permissions/package-info.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/syncIntegrationTest/java/io/realm/BaseIntegrationTest.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1340;2;148;1;2;110
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/testUtils/java/io/realm/entities/PrimaryKeyAsShort.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/testUtils/java/io/realm/entities/PrimaryKeyRequiredAsBoxedByte.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/testUtils/java/io/realm/entities/PrimaryKeyRequiredAsBoxedInteger.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/testUtils/java/io/realm/entities/PrimaryKeyRequiredAsBoxedLong.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/testUtils/java/io/realm/entities/PrimaryKeyRequiredAsBoxedShort.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/testUtils/java/io/realm/objectid/NullPrimaryKey.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/testUtils/java/io/realm/rule/RunInLooperThread.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;544
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/testUtils/java/io/realm/rule/RunTestInLooperThread.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37
realm-java;realm-java-2.3.2;2/26/2017;realm/realm-library/src/testUtils/java/io/realm/rule/RunTestWithRemoteService.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35
realm-java;realm-java-3.7.2;09/12/2017;examples/architectureComponentsExample/src/main/java/io/realm/examples/arch/ArchExampleActivity.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95
realm-java;realm-java-3.7.2;09/12/2017;examples/architectureComponentsExample/src/main/java/io/realm/examples/arch/BackgroundTask.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92
realm-java;realm-java-3.7.2;09/12/2017;examples/encryptionExample/src/main/java/io/realm/examples/encryption/EncryptionExampleActivity.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82
realm-java;realm-java-3.7.2;09/12/2017;examples/encryptionExample/src/main/java/io/realm/examples/encryption/Person.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39
realm-java;realm-java-3.7.2;09/12/2017;examples/gridViewExample/src/main/java/io/realm/examples/realmgridview/City.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42
realm-java;realm-java-3.7.2;09/12/2017;examples/gridViewExample/src/main/java/io/realm/examples/realmgridview/CityAdapter.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;1;0;1;1;85
realm-java;realm-java-3.7.2;09/12/2017;examples/gridViewExample/src/main/java/io/realm/examples/realmgridview/GridViewExampleActivity.java;1;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;633;2;28;1;4;144
realm-java;realm-java-3.7.2;09/12/2017;examples/gridViewExample/src/main/java/io/realm/examples/realmgridview/MyApplication.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30
realm-java;realm-java-3.7.2;09/12/2017;examples/introExample/src/main/java/io/realm/examples/intro/IntroExampleActivity.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16612;6;114;1;17;217
realm-java;realm-java-3.7.2;09/12/2017;examples/introExample/src/main/java/io/realm/examples/intro/MyApplication.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31
realm-java;realm-java-3.7.2;09/12/2017;examples/introExample/src/main/java/io/realm/examples/intro/model/Cat.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23
realm-java;realm-java-3.7.2;09/12/2017;examples/introExample/src/main/java/io/realm/examples/intro/model/Dog.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23
realm-java;realm-java-3.7.2;09/12/2017;examples/introExample/src/main/java/io/realm/examples/intro/model/Person.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92
realm-java;realm-java-3.7.2;09/12/2017;examples/jsonExample/src/main/java/io/realm/examples/json/City.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28
realm-java;realm-java-3.7.2;09/12/2017;examples/jsonExample/src/main/java/io/realm/examples/json/CityAdapter.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;698;2;4;1;2;86
realm-java;realm-java-3.7.2;09/12/2017;examples/jsonExample/src/main/java/io/realm/examples/json/JsonExampleActivity.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2648;5;16;1;4;138
realm-java;realm-java-3.7.2;09/12/2017;examples/jsonExample/src/main/java/io/realm/examples/json/MyApplication.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30
realm-java;realm-java-3.7.2;09/12/2017;examples/migrationExample/src/main/java/io/realm/examples/realmmigrationexample/MigrationExampleActivity.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;536;2;0;1;2;141
realm-java;realm-java-3.7.2;09/12/2017;examples/migrationExample/src/main/java/io/realm/examples/realmmigrationexample/MyApplication.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30
realm-java;realm-java-3.7.2;09/12/2017;examples/migrationExample/src/main/java/io/realm/examples/realmmigrationexample/model/Migration.java;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2740;5;207;1;3;152
realm-java;realm-java-3.7.2;09/12/2017;examples/migrationExample/src/main/java/io/realm/examples/realmmigrationexample/model/Person.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53
realm-java;realm-java-3.7.2;09/12/2017;examples/migrationExample/src/main/java/io/realm/examples/realmmigrationexample/model/Pet.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43
realm-java;realm-java-3.7.2;09/12/2017;examples/moduleExample/app/src/main/java/io/realm/examples/appmodules/ModulesExampleActivity.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1307;2;0;1;1;166
realm-java;realm-java-3.7.2;09/12/2017;examples/moduleExample/app/src/main/java/io/realm/examples/appmodules/model/Spider.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33
realm-java;realm-java-3.7.2;09/12/2017;examples/moduleExample/app/src/main/java/io/realm/examples/appmodules/modules/CreepyAnimalsModule.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25
realm-java;realm-java-3.7.2;09/12/2017;examples/moduleExample/library/src/main/java/io/realm/examples/librarymodules/Zoo.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1307;1;0;1;1;70
realm-java;realm-java-3.7.2;09/12/2017;examples/moduleExample/library/src/main/java/io/realm/examples/librarymodules/model/Cat.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32
realm-java;realm-java-3.7.2;09/12/2017;examples/moduleExample/library/src/main/java/io/realm/examples/librarymodules/model/Dog.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32
realm-java;realm-java-3.7.2;09/12/2017;examples/moduleExample/library/src/main/java/io/realm/examples/librarymodules/model/Elephant.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32
realm-java;realm-java-3.7.2;09/12/2017;examples/moduleExample/library/src/main/java/io/realm/examples/librarymodules/model/Lion.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32
realm-java;realm-java-3.7.2;09/12/2017;examples/moduleExample/library/src/main/java/io/realm/examples/librarymodules/model/Zebra.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32
realm-java;realm-java-3.7.2;09/12/2017;examples/moduleExample/library/src/main/java/io/realm/examples/librarymodules/modules/AllAnimalsModule.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23
realm-java;realm-java-3.7.2;09/12/2017;examples/moduleExample/library/src/main/java/io/realm/examples/librarymodules/modules/DomesticAnimalsModule.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25
realm-java;realm-java-3.7.2;09/12/2017;examples/moduleExample/library/src/main/java/io/realm/examples/librarymodules/modules/ZooAnimalsModule.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
realm-java;realm-java-3.7.2;09/12/2017;examples/multiprocessExample/src/main/java/io/realm/examples/realmmultiprocessexample/AnotherProcessService.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59
realm-java;realm-java-3.7.2;09/12/2017;examples/multiprocessExample/src/main/java/io/realm/examples/realmmultiprocessexample/MainActivity.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90
realm-java;realm-java-3.7.2;09/12/2017;examples/multiprocessExample/src/main/java/io/realm/examples/realmmultiprocessexample/MyApplication.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32
realm-java;realm-java-3.7.2;09/12/2017;examples/multiprocessExample/src/main/java/io/realm/examples/realmmultiprocessexample/Utils.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58
realm-java;realm-java-3.7.2;09/12/2017;examples/multiprocessExample/src/main/java/io/realm/examples/realmmultiprocessexample/models/ProcessInfo.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54
realm-java;realm-java-3.7.2;09/12/2017;examples/newsreaderExample/src/debug/java/io/realm/examples/newsreader/DebugNewsReaderApplication.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29
realm-java;realm-java-3.7.2;09/12/2017;examples/newsreaderExample/src/main/java/io/realm/examples/newsreader/NewsReaderApplication.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1675;1;55;1;1;60
realm-java;realm-java-3.7.2;09/12/2017;examples/newsreaderExample/src/main/java/io/realm/examples/newsreader/model/network/NYTimesDataLoader.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1942;2;202;1;3;122
realm-java;realm-java-3.7.2;09/12/2017;examples/newsreaderExample/src/main/java/io/realm/examples/newsreader/model/network/NYTimesResponse.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39
realm-java;realm-java-3.7.2;09/12/2017;examples/newsreaderExample/src/main/java/io/realm/examples/newsreader/model/network/NYTimesService.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1675;1;36;1;1;35
realm-java;realm-java-3.7.2;09/12/2017;examples/newsreaderExample/src/main/java/io/realm/examples/newsreader/model/network/RealmListNYTimesMultimediumDeserializer.java;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1683;2;63;1;2;57
realm-java;realm-java-3.7.2;09/12/2017;examples/newsreaderExample/src/main/java/io/realm/examples/newsreader/ui/Presenter.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27
realm-java;realm-java-3.7.2;09/12/2017;examples/newsreaderExample/src/main/java/io/realm/examples/newsreader/ui/details/DetailsActivity.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1675;2;114;1;1;114
realm-java;realm-java-3.7.2;09/12/2017;examples/newsreaderExample/src/main/java/io/realm/examples/newsreader/ui/details/DetailsPresenter.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1740;1;88;1;3;86
realm-java;realm-java-3.7.2;09/12/2017;examples/newsreaderExample/src/main/java/io/realm/examples/newsreader/ui/main/MainActivity.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1679;2;158;1;2;178
realm-java;realm-java-3.7.2;09/12/2017;examples/newsreaderExample/src/main/java/io/realm/examples/newsreader/ui/main/MainPresenter.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2021;1;172;1;3;126
realm-java;realm-java-3.7.2;09/12/2017;examples/newsreaderExample/src/release/java/io/realm/examples/newsreader/ReleaseNewsReaderApplication.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
realm-java;realm-java-3.7.2;09/12/2017;examples/rxJavaExample/src/main/java/io/realm/examples/rxjava/MainActivity.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1882;2;69;1;1;69
realm-java;realm-java-3.7.2;09/12/2017;examples/rxJavaExample/src/main/java/io/realm/examples/rxjava/MyApplication.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1882;2;75;1;1;76
realm-java;realm-java-3.7.2;09/12/2017;examples/rxJavaExample/src/main/java/io/realm/examples/rxjava/animation/AnimationActivity.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1882;1;93;1;1;93
realm-java;realm-java-3.7.2;09/12/2017;examples/rxJavaExample/src/main/java/io/realm/examples/rxjava/gotchas/GotchasActivity.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2384;2;222;1;2;220
realm-java;realm-java-3.7.2;09/12/2017;examples/rxJavaExample/src/main/java/io/realm/examples/rxjava/model/Person.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1882;1;66;1;1;51
realm-java;realm-java-3.7.2;09/12/2017;examples/rxJavaExample/src/main/java/io/realm/examples/rxjava/retrofit/GitHubApi.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1933;1;0;1;2;32
realm-java;realm-java-3.7.2;09/12/2017;examples/secureTokenAndroidKeyStore/src/main/java/io/realm/examples/securetokenandroidkeystore/MyApplication.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31
realm-java;realm-java-3.7.2;09/12/2017;examples/threadExample/src/main/java/io/realm/examples/threads/AsyncQueryFragment.java;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;10236;2;467;1;4;193
realm-java;realm-java-3.7.2;09/12/2017;examples/threadExample/src/main/java/io/realm/examples/threads/AsyncTaskFragment.java;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;335;4;23;1;3;146
realm-java;realm-java-3.7.2;09/12/2017;examples/threadExample/src/main/java/io/realm/examples/threads/MyApplication.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36
realm-java;realm-java-3.7.2;09/12/2017;examples/threadExample/src/main/java/io/realm/examples/threads/PassingObjectsFragment.java;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;453;3;118;1;1;124
realm-java;realm-java-3.7.2;09/12/2017;examples/threadExample/src/main/java/io/realm/examples/threads/ReceivingActivity.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51
realm-java;realm-java-3.7.2;09/12/2017;examples/threadExample/src/main/java/io/realm/examples/threads/ReceivingService.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49
realm-java;realm-java-3.7.2;09/12/2017;examples/threadExample/src/main/java/io/realm/examples/threads/ThreadExampleActivity.java;1;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111
realm-java;realm-java-3.7.2;09/12/2017;examples/threadExample/src/main/java/io/realm/examples/threads/ThreadFragment.java;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;7871;3;101;1;7;175
realm-java;realm-java-3.7.2;09/12/2017;examples/threadExample/src/main/java/io/realm/examples/threads/WakefulReceivingBroadcastReceiver.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32
realm-java;realm-java-3.7.2;09/12/2017;examples/threadExample/src/main/java/io/realm/examples/threads/WakefulReceivingService.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53
realm-java;realm-java-3.7.2;09/12/2017;examples/threadExample/src/main/java/io/realm/examples/threads/model/Dot.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59
realm-java;realm-java-3.7.2;09/12/2017;examples/threadExample/src/main/java/io/realm/examples/threads/model/Person.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53
realm-java;realm-java-3.7.2;09/12/2017;examples/threadExample/src/main/java/io/realm/examples/threads/model/Score.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41
realm-java;realm-java-3.7.2;09/12/2017;examples/threadExample/src/main/java/io/realm/examples/threads/widget/DotsView.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89
realm-java;realm-java-3.7.2;09/12/2017;examples/unitTestExample/src/androidTest/java/io/realm/examples/unittesting/jUnit3ExampleTest.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;955;1;36;1;1;36
realm-java;realm-java-3.7.2;09/12/2017;examples/unitTestExample/src/androidTest/java/io/realm/examples/unittesting/jUnit4ExampleTest.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;968;3;44;1;2;42
realm-java;realm-java-3.7.2;09/12/2017;examples/unitTestExample/src/main/java/io/realm/examples/unittesting/ExampleActivity.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8455;3;243;1;5;173
realm-java;realm-java-3.7.2;09/12/2017;examples/unitTestExample/src/main/java/io/realm/examples/unittesting/model/Cat.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31
realm-java;realm-java-3.7.2;09/12/2017;examples/unitTestExample/src/test/java/io/realm/examples/unittesting/ExampleActivityTest.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7412;5;236;1;3;262
realm-java;realm-java-3.7.2;09/12/2017;examples/unitTestExample/src/test/java/io/realm/examples/unittesting/ExampleRealmTest.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;955;3;117;1;1;143
realm-java;realm-java-3.7.2;09/12/2017;gradle-plugin/src/main/templates/Version.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
realm-java;realm-java-3.7.2;09/12/2017;library-benchmarks/src/androidTest/java/io/realm/benchmarks/entities/AllTypes.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125
realm-java;realm-java-3.7.2;09/12/2017;library-benchmarks/src/androidTest/java/io/realm/benchmarks/entities/AllTypesPrimaryKey.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118
realm-java;realm-java-3.7.2;09/12/2017;library-build-transformer/src/test/java/io/realm/buildtransformer/testclasses/NestedTestClass.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43
realm-java;realm-java-3.7.2;09/12/2017;library-build-transformer/src/test/java/io/realm/buildtransformer/testclasses/SimpleTestClass.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27
realm-java;realm-java-3.7.2;09/12/2017;library-build-transformer/src/test/java/io/realm/buildtransformer/testclasses/SimpleTestFields.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28
realm-java;realm-java-3.7.2;09/12/2017;library-build-transformer/src/test/java/io/realm/buildtransformer/testclasses/SimpleTestMethods.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40
realm-java;realm-java-3.7.2;09/12/2017;library-build-transformer/src/test/java/io/realm/buildtransformer/testclasses/SubClass.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
realm-java;realm-java-3.7.2;09/12/2017;library-build-transformer/src/test/java/io/realm/buildtransformer/testclasses/SuperClass.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22
realm-java;realm-java-3.7.2;09/12/2017;library-build-transformer/src/test/java/io/realm/internal/annotations/CustomAnnotation.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
realm-java;realm-java-3.7.2;09/12/2017;library-build-transformer/src/test/java/io/realm/internal/annotations/ObjectServer.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29
realm-java;realm-java-3.7.2;09/12/2017;realm-annotations/src/main/java/io/realm/annotations/Beta.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33
realm-java;realm-java-3.7.2;09/12/2017;realm-annotations/src/main/java/io/realm/annotations/Ignore.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28
realm-java;realm-java-3.7.2;09/12/2017;realm-annotations/src/main/java/io/realm/annotations/Index.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34
realm-java;realm-java-3.7.2;09/12/2017;realm-annotations/src/main/java/io/realm/annotations/LinkingObjects.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5500;2;103;1;2;109
